nome_original,nome_normalizado,frequencia,prevalencia,incluida_modelo,motivo
TV de alta definição de 60 polegadas com TV a cabo premium,tv de alta definicao de 60 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta dobrável ou móvel,cadeira alta dobravel ou movel,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Sabonete em barra para o corpo e sabonete líquido para as mãos. para o corpo,sabonete sabonete em barra para o corpo e sabonete liquido para as maos. para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 75 polegadas com TV a cabo premium,tv de alta definicao de 75 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Cercadinho/berço portátil: sempre na acomodação,cercadinho/berco portatil: sempre na acomodacao,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Brastemp 573 Inox Inverse,geladeira brastemp 573 inox inverse,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico Brastemp 5 bocas ,fogao eletrico brastemp 5 bocas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás Fisher de aço inoxidável,fogao a gas fisher de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fisher de aço inoxidável,forno fisher de aco inoxidavel,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: cafeteira elétrica, máquina de espresso, cafeteira com coador","cafeteira: cafeteira eletrica, maquina de espresso, cafeteira com coador",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina interna compartilhada - disponível por estação do ano, disponível em horários específicos, aquecida","piscina interna compartilhada - disponivel por estacao do ano, disponivel em horarios especificos, aquecida",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo premium, HBO Max, Netflix","hdtv com tv a cabo premium, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 45 polegadas com Netflix, TV a cabo premium, HBO Max","tv de 45 polegadas com netflix, tv a cabo premium, hbo max",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Caixa com tomada e bateria  com Bluetooth,sistema de som caixa com tomada e bateria  com bluetooth,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Cervejeira e refrigerador VENAX 100 litros ,geladeira cervejeira e refrigerador venax 100 litros,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão por indução Whirlpool de aço inoxidável,fogao por inducao whirlpool de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno duplo Fischer churrasqueira / forno  de aço inoxidável,forno duplo fischer churrasqueira / forno  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete natura  para o corpo,sabonete natura  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com Netflix, TV a cabo","tv de alta definicao de 40 polegadas com netflix, tv a cabo",2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 65 polegadas,tv de 65 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão Brastemp de aço inoxidável,fogao brastemp de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
HDTV com Roku,hdtv com roku,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 50 polegadas com Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Hulu, Netflix, TV a cabo","tv de alta definicao de 50 polegadas com amazon prime video, apple tv, chromecast, disney+, hbo max, hulu, netflix, tv a cabo",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (591 Mbps),wi-fi rapido (591 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 40 polegadas com TV a cabo, Chromecast","tv de alta definicao de 40 polegadas com tv a cabo, chromecast",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 32 polegadas com Netflix,tv de 32 polegadas com netflix,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Duplex frost free,geladeira duplex frost free,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Lux ou similar para o corpo,sabonete lux ou similar para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão elétrico eletrolux,fogao eletrico eletrolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno continente  de aço inoxidável,forno continente  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 42 Mbps,wi-fi: 42 mbps,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 47 polegadas com Amazon Prime Video, Disney+, Netflix","tv de alta definicao de 47 polegadas com amazon prime video, disney+, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 55 polegadas com Aparelho de DVD,tv de alta definicao de 55 polegadas com aparelho de dvd,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Equipamento para exercícios: elíptico, halteres, bicicleta ergométrica, esteira","equipamento para exercicios: eliptico, halteres, bicicleta ergometrica, esteira",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina externa compartilhada - terraço,piscina externa compartilhada - terraco,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Muller de aço inoxidável,forno normal muller de aco inoxidavel,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Minisysten,sistema de som minisysten,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno No Fogão  de aço inoxidável,forno no fogao  de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Fogão a gás com forno ,fogao a gas com forno,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Cadeira alta independente,cadeira alta independente,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Forno anexo ao fogao,forno anexo ao fogao,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV com Amazon Prime Video, Disney+, Netflix, Fire TV, HBO Max, Hulu, TV a cabo premium","tv com amazon prime video, disney+, netflix, fire tv, hbo max, hulu, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (100 Mbps),wi-fi rapido (100 mbps),1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Bosch de aço inoxidável,forno bosch de aco inoxidavel,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Harus,xampu harus,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Condicionador Harus,condicionador harus,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Piscina interna compartilhada - disponível o ano todo, disponível em horários específicos, terraço","piscina interna compartilhada - disponivel o ano todo, disponivel em horarios especificos, terraco",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 55 polegadas com Amazon Prime Video, HBO Max, Roku, Chromecast, Netflix, Apple TV","tv de alta definicao de 55 polegadas com amazon prime video, hbo max, roku, chromecast, netflix, apple tv",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno Fischer Infinite,forno fischer infinite,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com TV a cabo premium, TV a cabo, Netflix, HBO Max, Amazon Prime Video","hdtv com tv a cabo premium, tv a cabo, netflix, hbo max, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Berço portátil para viagem pago: disponível mediante solicitação,berco portatil para viagem pago: disponivel mediante solicitacao,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Piscina compartilhada - ,piscina compartilhada -,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de 42 polegadas com Chromecast, Netflix","tv de 42 polegadas com chromecast, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, HBO Max, Apple TV, Amazon Prime Video, Disney+","hdtv com netflix, hbo max, apple tv, amazon prime video, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Livros e brinquedos infantis para crianças de 5 a 10 anos de idade e Mais de 10 anos de idade,livros e brinquedos infantis para criancas de 5 a 10 anos de idade e mais de 10 anos de idade,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi rápido (90 Mbps),wi-fi rapido (90 mbps),2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Netflix, HBO Max, Chromecast, Amazon Prime Video","hdtv com netflix, hbo max, chromecast, amazon prime video",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 65 polegadas com Amazon Prime Video, Chromecast, HBO Max, Netflix, TV a cabo premium, Aparelho de DVD","tv de alta definicao de 65 polegadas com amazon prime video, chromecast, hbo max, netflix, tv a cabo premium, aparelho de dvd",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sistema de som Pioneer com entrada auxiliar,sistema de som pioneer com entrada auxiliar,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Bosch e Brastemp,geladeira bosch e brastemp,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Forno Electrolux (a gás), Brastemp (elétrico) de aço inoxidável","forno electrolux (a gas), brastemp (eletrico) de aco inoxidavel",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Cafeteira: cafeteira francesa,cafeteira: cafeteira francesa,3,0.0006755235307363207,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 70 polegadas com TV a cabo, Netflix","tv de alta definicao de 70 polegadas com tv a cabo, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Chromecast, Netflix, HBO Max, Disney+, TV a cabo premium","hdtv com chromecast, netflix, hbo max, disney+, tv a cabo premium",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"TV de alta definição de 65 polegadas com Amazon Prime Video, Disney+, HBO Max, Netflix","tv de alta definicao de 65 polegadas com amazon prime video, disney+, hbo max, netflix",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de alta definição de 37 polegadas,tv de alta definicao de 37 polegadas,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 65 polegadas com Netflix,tv de 65 polegadas com netflix,2,0.00045034902049088043,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 32 polegadas com Roku,tv de 32 polegadas com roku,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Forno normal Eletrolux ,forno normal eletrolux,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
TV de 53 polegadas com TV a cabo premium,tv de 53 polegadas com tv a cabo premium,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Wi-Fi: 43 Mbps,wi-fi: 43 mbps,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Xampu Diversos ,xampu diversos,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Diversos  para o corpo,sabonete diversos  para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Geladeira Electrolux side by side,geladeira electrolux side by side,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"HDTV com Amazon Prime Video, HBO Max, Netflix, TV a cabo premium, Apple TV, Disney+","hdtv com amazon prime video, hbo max, netflix, tv a cabo premium, apple tv, disney+",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
"Cafeteira: máquina de espresso, cafeteira francesa, Nespresso","cafeteira: maquina de espresso, cafeteira francesa, nespresso",1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
Sabonete Dove Ou Natura para o corpo,sabonete dove ou natura para o corpo,1,0.00022517451024544022,False,fora do intervalo 10-90% ou não top10 por frequência
